timestamp,health,primary_ammo,primary_in_mag,secondary_ammo,secondary_in_mag,prev_health_3s,enemy_shown,action_took
1747324868.5213025,100,15,0,3,60,100,0,hold
1747324868.5213025,100,15,0,3,60,100,0,reload
1747324873.5305715,100,20,40,10,50,4294967254,0,reload
1747324873.5305715,100,20,40,10,50,4294967254,0,reload
1747324877.5429916,100,8,40,10,50,100,0,reload
1747324877.5429916,100,8,40,10,50,100,0,reload
1747324887.5598419,18,8,26,10,50,18,0,hold
1747324887.5598419,18,8,26,10,50,18,0,reload
1747324887.5598419,18,8,26,10,50,18,0,reload
1747324897.5759745,100,20,40,10,50,100,0,reload
1747324901.5811849,100,14,60,10,50,100,0,reload
1747324905.5904021,100,14,51,10,50,100,0,reload
1747324905.5904021,100,14,51,10,50,100,0,reload
1747324908.5958095,100,15,43,10,50,100,0,reload
1747324911.6035862,100,16,34,10,50,100,0,change_secondary
1747324911.6035862,100,16,34,10,50,100,0,change_secondary
1747324914.6203358,100,12,34,2,50,100,0,reload
1747324918.6284895,100,12,34,4,42,100,0,reload
1747324918.6284895,100,12,34,4,42,100,0,reload
1747324921.638033,40,12,34,10,33,100,0,change_primary
1747324923.6414888,40,11,34,7,33,40,0,reload
1747324927.6466012,40,9,22,7,33,40,0,reload
1747324937.6683555,100,12,40,10,50,100,0,hold
1747324939.6753564,84,2,40,10,50,100,0,reload
1747324948.7055452,84,15,20,10,50,84,0,reload
1747324948.7055452,84,15,20,10,50,84,0,reload
1747324951.709344,84,15,11,10,50,84,0,reload
1747324951.709344,84,15,11,10,50,84,0,reload
1747324951.709344,84,15,11,10,50,84,0,reload
1747324955.7158508,28,11,2,10,50,55,0,reload
1747324955.7158508,28,11,2,10,50,55,0,reload
1747324956.7225912,17,6,0,10,50,54,0,reload
1747324965.7404225,100,16,40,10,50,100,0,reload
1747324968.7611964,100,20,52,10,50,100,0,change_secondary
1747324971.7731721,100,20,52,10,50,100,0,change_secondary
1747324971.7731721,100,20,52,10,50,100,0,change_secondary
1747324972.7740662,100,20,52,10,50,100,0,change_primary
1747324972.7740662,100,20,52,10,50,100,0,change_primary
1747324975.778682,100,20,52,10,50,100,0,change_primary
1747324976.779858,100,20,52,10,50,100,0,change_primary
1747324976.779858,100,20,52,10,50,100,0,change_primary
1747324980.7927544,82,10,52,10,50,100,1,change_secondary
1747324980.7927544,82,10,52,10,50,100,1,change_secondary
1747324981.7934961,82,8,52,10,50,100,1,change_primary
1747324982.794682,82,8,52,6,50,82,0,reload
1747324986.8089387,82,9,40,6,50,82,0,reload
1747324986.8089387,82,9,40,6,50,82,0,reload
1747324991.8510377,82,7,25,6,50,82,0,reload
1747324991.8510377,82,7,25,6,50,82,0,reload
1747325001.8767726,100,20,40,10,50,100,1,hold
1747325008.9013925,100,10,40,10,50,100,0,reload
1747325019.9626052,4294967286,17,27,10,50,100,0,hold
1747325021.9718304,4294967286,17,27,10,50,34,0,reload
1747325022.9736521,4294967286,17,27,10,50,4294967286,0,reload
1747325024.9768527,4294967286,17,27,10,50,4294967286,0,reload
1747325031.9985013,100,20,40,10,50,100,0,change_secondary
1747325031.9985013,100,20,40,10,50,100,0,change_secondary
1747325032.9994805,100,20,40,10,50,100,0,change_primary
1747325038.005642,100,16,40,10,50,100,0,reload
1747325049.0266652,100,4,60,10,50,100,0,hold
1747325054.037736,40,16,40,10,50,40,0,change_primary
1747325054.037736,40,16,40,10,50,40,0,change_primary
1747325059.059908,40,20,32,10,50,40,1,reload
1747325069.2209768,73,20,60,10,50,73,0,hold
1747325079.2401264,100,20,60,10,50,100,0,hold
1747325096.3317282,100,20,60,10,50,100,0,hold
1747325100.33654,100,20,60,10,50,100,0,hold
1747325103.3406515,100,20,60,10,50,100,0,change_primary
1747325104.3425825,100,20,60,10,50,100,0,change_secondary
1747325104.3425825,100,20,60,10,50,100,0,change_secondary
1747325104.3425825,100,20,60,10,50,100,0,change_primary
1747325104.3425825,100,20,60,10,50,100,0,change_primary
1747325105.343757,100,20,60,10,50,100,0,change_primary
1747325108.3601444,100,14,60,10,50,100,0,reload
1747325112.3687098,100,12,60,10,50,100,0,hold
1747325112.3687098,100,12,60,10,50,100,0,reload
1747325112.3687098,100,12,60,10,50,100,0,reload
1747325117.3761349,100,20,47,10,50,100,0,hold
1747325120.3823702,100,14,47,10,50,100,0,reload
1747325120.3823702,100,14,47,10,50,100,0,reload
1747325125.3913581,100,20,39,10,50,100,0,hold
1747325129.4056349,89,13,39,10,50,100,0,reload
1747325132.4096828,50,12,32,10,50,89,0,reload
1747325136.4207156,10,16,23,10,50,10,0,hold
1747325136.4207156,10,16,23,10,50,10,0,reload
1747325140.4385421,10,9,15,10,50,10,0,reload
1747325140.4385421,10,9,15,10,50,10,0,reload
1747325143.443459,100,20,40,10,50,10,0,change_secondary
1747325143.443459,100,20,40,10,50,10,0,change_secondary
1747325144.4469411,100,20,40,10,50,4294967285,0,change_primary
1747325147.4542482,100,17,40,10,50,100,0,reload
1747325150.4824922,100,19,33,10,50,100,0,reload
1747325155.4896646,100,3,60,10,50,100,0,hold
1747325155.4896646,100,3,60,10,50,100,0,reload
1747325159.5080926,84,9,60,10,50,100,0,reload
1747325159.5080926,84,9,60,10,50,100,0,change_secondary
1747325159.5080926,84,9,60,10,50,100,0,change_secondary
1747325160.509569,84,20,49,10,50,100,1,change_secondary
1747325160.509569,84,20,49,10,50,100,1,change_secondary
1747325160.509569,84,20,49,10,50,100,1,change_secondary
1747325160.509569,84,20,49,10,50,100,1,change_secondary
1747325161.5104942,84,20,49,10,50,84,1,change_secondary
1747325163.5174198,84,19,49,6,50,84,0,change_primary
1747325168.5245655,30,20,29,2,50,48,0,hold
1747325172.5327246,4294967290,18,29,2,50,30,0,hold
1747325176.541066,100,19,40,10,50,100,0,hold
1747325180.548661,99,7,40,10,50,100,0,hold
1747325184.5535617,99,20,20,10,50,99,1,hold
1747325186.5561786,99,17,20,10,50,99,0,change_secondary
1747325186.5561786,99,17,20,10,50,99,0,change_secondary
1747325191.5643544,39,12,20,8,40,99,0,hold
1747325194.5691273,100,20,40,10,50,39,0,reload
1747325199.5770206,100,17,38,10,50,100,1,hold
1747325203.5881243,100,12,60,10,50,100,0,hold
1747325207.6060605,56,20,40,10,50,78,1,hold
1747325209.6172047,56,7,40,10,50,56,1,change_secondary
1747325213.6371396,56,5,40,4,50,56,0,hold
1747325217.646842,56,5,40,4,50,56,0,hold
1747325221.6562734,56,5,40,4,50,56,0,hold
1747325225.665817,100,20,40,10,50,100,0,hold
1747325229.6837742,100,20,40,10,50,100,0,hold
1747325233.6904519,100,20,40,10,50,100,0,hold
1747325237.6992915,100,20,40,10,50,100,0,hold
1747325241.706549,100,20,40,10,50,100,0,hold
1747325245.7180831,100,20,40,10,50,100,0,hold
1747325249.7237697,100,20,40,10,50,100,0,hold
1747325253.7501655,100,20,40,10,50,100,0,hold
1747325257.755755,100,20,40,10,50,100,0,hold
1747325261.765071,100,20,40,10,50,100,0,hold
1747325265.7737632,77,12,40,10,50,100,0,hold
1747325266.7797275,65,7,40,10,50,100,0,reload
1747325266.7797275,65,7,40,10,50,100,0,reload
1747325271.7872539,65,12,27,10,50,65,0,hold
1747325275.792447,65,10,27,10,50,65,0,hold
1747325278.800472,65,10,27,10,50,65,0,reload
1747325278.800472,65,10,27,10,50,65,0,reload
1747325283.8198643,65,20,14,10,50,65,0,hold
1747325287.828378,65,20,14,10,50,65,0,hold
1747325287.828378,65,20,14,10,50,65,0,change_primary
1747325287.828378,65,20,14,10,50,65,0,change_primary
1747325290.8329723,65,16,54,10,50,65,0,change_secondary
1747325290.8329723,65,16,54,10,50,65,0,change_secondary
1747325293.8371525,65,16,54,4,50,65,1,change_primary
1747325293.8371525,65,16,54,4,50,65,1,change_primary
1747325296.846342,65,11,60,2,50,65,0,reload
1747325296.846342,65,11,60,2,50,65,0,reload
1747325301.8534293,65,20,50,2,50,65,0,hold
1747325305.8584063,65,20,50,2,50,65,0,hold
1747325309.8693755,65,20,50,2,50,65,0,hold
1747325313.8771079,65,20,50,2,50,65,0,hold
1747325317.8854108,98,20,50,2,50,65,0,hold
1747325321.8910105,98,20,50,2,50,98,0,hold
1747325325.9050741,98,20,50,2,50,98,0,hold
1747325329.9145374,98,20,50,2,50,98,0,hold
1747325331.917378,98,20,50,2,50,98,1,change_primary
1747325331.917378,98,20,50,2,50,98,1,change_primary
1747325336.92749,98,18,60,2,50,98,0,hold
1747325340.9342904,98,18,60,2,50,98,0,hold
1747325344.9394345,100,18,60,2,50,98,0,hold
1747325348.9490812,100,18,60,2,50,100,0,hold
1747325349.9501107,100,14,60,2,50,100,0,change_secondary
1747325349.9501107,100,14,60,2,50,100,0,change_secondary
1747325352.9547381,100,8,60,10,40,100,0,reload
1747325352.9547381,100,8,60,10,40,100,0,reload
1747325353.9559498,100,8,60,10,40,100,0,change_primary
1747325355.962304,100,4,60,10,40,100,1,reload
1747325359.9693966,80,11,44,10,40,100,0,change_secondary
1747325361.9728465,80,9,44,3,40,100,0,change_primary
1747325361.9728465,80,9,44,3,40,100,0,change_primary
1747325366.9854994,37,15,24,2,40,37,1,hold
1747325368.989384,37,0,24,2,40,37,1,reload
1747325372.0171976,37,15,4,2,40,37,0,reload
1747325377.0305026,37,14,0,2,40,37,0,hold
1747325377.0305026,37,14,0,2,40,37,0,reload
1747325377.0305026,37,14,0,2,40,37,0,reload
1747325377.0305026,37,14,0,2,40,37,0,reload
1747325377.0305026,37,14,0,2,40,37,0,reload
1747325378.0323768,37,8,0,2,40,37,0,reload
1747325378.0323768,37,8,0,2,40,37,0,reload
1747325378.0323768,37,8,0,2,40,37,0,change_secondary
1747325383.0457945,100,20,40,10,50,4294967282,0,hold
1747325385.049028,100,20,40,10,50,100,0,change_primary
1747325385.049028,100,20,40,10,50,100,0,change_primary
1747325390.0597835,100,20,40,10,50,100,0,hold
1747325394.0672462,100,20,40,10,50,100,0,hold
1747325398.072875,100,20,40,10,50,100,0,hold
1747325401.081205,100,10,40,10,50,100,0,change_secondary
1747325406.0894902,100,10,40,10,50,100,0,hold
1747325407.093374,100,10,60,10,50,100,0,reload
1747325411.102306,100,10,60,10,50,100,0,hold
1747325411.102306,100,10,60,10,50,100,0,change_primary
1747325416.111766,100,10,60,10,50,100,0,hold
1747325417.113362,100,10,60,10,50,100,0,change_primary
1747325417.113362,100,10,60,10,50,100,0,change_primary
1747325419.1166701,100,10,60,10,50,100,0,change_secondary
1747325424.130555,78,10,60,10,50,100,1,hold
1747325425.131871,56,10,60,10,50,78,0,reload
1747325430.1381464,10,10,60,10,50,56,1,change_primary
1747325430.1381464,10,10,60,10,50,56,1,reload
1747325435.151118,10,19,50,10,50,10,0,hold
1747325439.1675742,10,7,50,10,50,10,0,hold
1747325440.1689434,8,20,30,10,50,10,0,change_secondary
1747325444.2221825,100,20,40,10,50,4294967259,0,change_secondary
1747325446.2563975,100,20,40,10,50,100,0,change_primary
1747325450.2672274,100,20,40,10,50,100,0,hold
1747325454.2722409,100,20,40,10,50,100,0,hold
1747325458.283612,100,17,40,10,50,100,0,hold
1747325459.285025,100,9,40,10,50,100,0,change_secondary
1747325459.285025,100,9,40,10,50,100,0,change_secondary
1747325464.2963223,100,20,40,10,50,4294967243,0,hold
1747325464.2963223,100,20,40,10,50,4294967243,0,change_secondary
1747325465.2981887,100,20,40,10,50,4294967243,0,change_primary
1747325465.2981887,100,20,40,10,50,4294967243,0,change_primary
1747325465.2981887,100,20,40,10,50,4294967243,0,change_secondary
1747325465.2981887,100,20,40,10,50,4294967243,0,change_secondary
1747325467.3026724,100,20,40,10,50,100,0,change_primary
1747325467.3026724,100,20,40,10,50,100,0,change_primary
1747325472.342709,100,20,40,10,50,100,0,hold
1747325476.3486676,100,20,40,10,50,100,0,hold
1747325480.3543844,100,20,40,10,50,100,0,hold
1747325484.36314,100,20,40,10,50,100,0,hold
1747325488.3897452,100,20,40,10,50,100,0,hold
1747325492.3992364,18,20,40,10,50,100,0,hold
1747325494.4019191,18,20,60,10,50,18,0,reload
1747325496.4040785,18,20,60,10,50,18,0,change_primary
1747325496.4040785,18,20,60,10,50,18,0,change_primary
1747325499.409585,18,20,60,10,50,18,0,change_primary
1747325499.409585,18,20,60,10,50,18,0,change_primary
1747325504.4175363,18,18,60,10,50,18,0,hold
1747325508.4262564,100,20,40,10,50,18,0,hold
1747325511.6359196,100,20,40,10,50,100,0,hold
1747325515.646172,100,20,40,10,50,100,0,reload
1747325516.6474593,100,20,40,10,50,100,0,change_secondary
1747325516.6474593,100,20,40,10,50,100,0,change_primary
1747325517.6482582,100,20,40,10,50,100,0,change_primary
1747325517.6482582,100,20,40,10,50,100,0,change_primary
1747325518.6510823,100,20,40,10,50,100,0,change_secondary
1747325519.6538525,100,20,40,10,50,100,0,change_secondary
1747325519.6538525,100,20,40,10,50,100,0,change_secondary
1747325519.6538525,100,20,40,10,50,100,0,change_primary
1747325519.6538525,100,20,40,10,50,100,0,change_primary
1747325521.6556737,100,20,40,10,50,100,0,change_primary
1747325522.6648524,100,20,40,10,50,100,0,change_primary
1747325522.6648524,100,20,40,10,50,100,0,change_primary
1747325526.669913,100,20,40,10,50,100,0,hold
1747325530.6795857,4294967276,10,40,10,50,100,0,hold
1747325534.6853755,100,20,40,10,50,4294967276,0,hold
1747325538.69565,100,20,40,10,50,100,0,hold
1747325542.7012458,100,20,40,10,50,100,0,hold
1747325546.71204,100,20,40,10,50,100,0,hold
1747325550.7183301,4294967288,7,40,10,50,64,0,hold
1747325551.721156,100,20,60,10,50,4294967288,0,change_secondary
1747325552.724518,100,20,60,10,50,4294967288,0,change_secondary
1747325552.724518,100,20,60,10,50,4294967288,0,change_primary
1747325552.724518,100,20,60,10,50,4294967288,0,change_primary
1747325556.7370284,100,20,60,10,50,100,0,hold
1747325560.747212,100,20,60,10,50,100,0,hold
1747325564.7833493,100,14,60,10,50,100,0,hold
1747325565.7935019,100,10,60,10,50,100,0,change_secondary
1747325565.7935019,100,10,60,10,50,100,0,change_secondary
1747325569.8023584,40,6,60,6,50,40,0,hold
1747325570.8041615,40,6,60,1,50,40,0,change_primary
1747325570.8041615,40,6,60,1,50,40,0,change_primary
1747325571.8052125,40,6,60,1,50,40,0,reload
1747325571.8052125,40,6,60,1,50,40,0,reload
1747325575.8181868,40,17,46,1,50,40,0,hold
1747325579.8319905,40,0,46,1,50,40,1,reload
1747325582.8482637,40,15,26,1,50,40,0,change_secondary
1747325585.8527882,40,8,26,10,40,40,0,reload
1747325585.8527882,40,8,26,10,40,40,0,reload
1747325588.860616,40,8,26,2,40,40,1,change_primary
1747325588.860616,40,8,26,2,40,40,1,change_primary
1747325589.8679545,40,8,26,10,30,40,1,change_primary
1747325589.8679545,40,8,26,10,30,40,1,change_primary
1747325589.8679545,40,8,26,10,30,40,1,change_primary
1747325589.8679545,40,8,26,10,30,40,1,change_primary
1747325590.8810248,40,8,26,10,30,40,1,change_primary
1747325590.8810248,40,8,26,10,30,40,1,change_primary
1747325591.8845854,40,4,26,10,30,40,1,reload
1747325595.8952315,40,13,8,10,30,40,0,hold
1747325596.8963747,40,11,8,10,30,40,0,reload
1747325596.8963747,40,11,8,10,30,40,0,reload
1747325599.9032593,6,12,0,10,30,40,1,change_secondary
1747325603.9102383,6,11,0,10,50,6,0,hold
1747325607.9154549,6,11,0,10,50,6,0,hold
1747325611.921414,6,11,40,9,50,6,0,reload
1747325611.921414,6,11,40,9,50,6,0,reload
1747325615.9351692,6,11,40,10,49,6,0,hold
1747325619.9444404,6,11,40,10,49,6,0,hold
1747325623.9506454,39,11,40,10,49,39,0,hold
1747325627.9582195,39,11,40,10,49,39,0,hold
1747325631.9652333,39,11,40,10,49,39,0,hold
1747325635.974895,39,11,60,10,49,39,0,hold
1747325639.990081,39,11,60,10,49,39,0,hold
1747325643.9971042,72,11,60,10,49,39,0,hold
1747325647.0010216,72,11,60,10,49,72,0,change_secondary
1747325647.0010216,72,11,60,10,49,72,0,change_secondary
1747325651.0093348,72,11,60,8,49,72,0,hold
1747325653.0115194,72,11,60,0,49,72,1,change_primary
1747325653.0115194,72,11,60,0,49,72,1,change_primary
1747325653.0115194,72,11,60,0,49,72,1,change_primary
1747325654.028514,72,11,60,10,39,72,1,change_primary
1747325654.028514,72,11,60,10,39,72,1,change_primary
1747325654.028514,72,11,60,10,39,72,1,change_primary
1747325654.028514,72,11,60,10,39,72,1,change_primary
1747325654.028514,72,11,60,10,39,72,1,change_primary
1747325654.028514,72,11,60,10,39,72,1,change_primary
1747325659.041097,4294967279,20,40,10,39,72,1,hold
1747325663.0468056,100,20,40,10,50,4294967279,0,hold
1747325667.0511618,100,20,40,10,50,100,0,hold
1747325671.0573645,100,20,40,10,50,100,0,hold
1747325675.0641847,100,20,40,10,50,100,0,hold
1747325679.0700557,100,18,40,10,50,100,0,hold
1747325681.0778203,100,13,40,10,50,100,1,reload
1747325686.0851724,100,20,33,10,50,100,0,hold
1747325688.11935,100,17,33,10,50,100,0,reload
1747325688.11935,100,17,33,10,50,100,0,reload
1747325688.11935,100,17,33,10,50,100,0,reload
1747325693.1292574,100,14,25,10,50,100,0,reload
1747325693.1292574,100,14,25,10,50,100,0,reload
1747325697.1347852,100,20,16,10,50,100,0,hold
1747325701.1425037,100,20,16,10,50,100,0,hold
1747325705.1501198,100,20,16,10,50,100,0,hold
1747325709.1563852,100,20,16,10,50,100,0,hold
1747325713.1622114,100,15,56,10,50,100,0,hold
1747325714.179442,100,8,56,10,50,100,0,change_secondary
1747325714.179442,100,8,56,10,50,100,0,change_secondary
1747325716.1828492,100,2,56,8,50,100,1,change_primary
1747325717.1852255,100,2,56,5,50,100,1,reload
1747325717.1852255,100,2,56,5,50,100,1,reload
1747325717.1852255,100,2,56,5,50,100,1,reload
1747325720.1919258,100,16,38,5,50,100,0,reload
1747325725.2000532,100,20,29,5,50,100,0,hold
1747325727.2023072,82,13,29,5,50,100,0,reload
1747325727.2023072,82,13,29,5,50,100,0,reload
1747325730.2122414,77,17,19,5,50,82,0,reload
1747325730.2122414,77,17,19,5,50,82,0,reload
1747325734.2241585,76,11,12,5,70,76,1,hold
1747325735.2340636,76,7,12,5,70,76,1,change_secondary
1747325735.2340636,76,7,12,5,70,76,1,change_secondary
1747325739.2424636,76,5,12,10,60,76,0,hold
1747325740.2443736,76,5,12,10,60,76,0,change_primary
1747325745.2623148,76,8,0,7,60,76,0,hold
1747325746.2642322,76,1,0,7,60,76,1,change_secondary
1747325746.2642322,76,1,0,7,60,76,1,change_secondary
1747325750.2954087,76,0,0,2,60,76,1,reload
1747325750.2954087,76,0,0,2,60,76,1,reload
1747325754.3020656,56,0,0,2,52,76,1,hold
1747325757.3092022,34,0,0,3,42,56,1,change_primary
1747325757.3092022,34,0,0,3,42,56,1,change_primary
1747325761.319221,29,12,20,2,42,32,1,hold
1747325765.3294888,29,20,0,2,42,29,0,hold
1747325769.335117,29,7,0,2,42,29,0,hold
1747325771.3549714,29,0,0,2,42,29,0,change_secondary
1747325771.3549714,29,0,0,2,42,29,0,change_secondary
1747325772.3573368,29,0,0,2,42,29,0,reload
1747325776.3851268,29,0,0,7,34,29,0,hold
1747325780.3953083,29,0,0,6,24,29,1,hold
1747325784.431608,16,0,0,6,34,27,1,hold
1747325788.4401517,16,0,0,10,24,16,0,hold
1747325792.4463458,4294967282,0,0,4,24,16,0,change_primary
1747325792.4463458,4294967282,0,0,4,24,16,0,hold
1747325796.4558682,100,20,40,10,50,100,0,hold
1747325800.4608262,100,20,40,10,50,100,0,hold
1747325804.4798934,100,20,40,10,50,100,0,hold
1747325808.4954743,50,20,40,10,50,100,0,hold
1747325811.5168366,50,20,60,10,50,50,1,reload
1747325815.52754,50,20,60,10,50,50,0,hold
1747325819.5334406,32,20,60,10,50,50,0,hold
1747325819.5334406,32,20,60,10,50,50,0,reload
1747325824.5440311,32,20,60,10,70,32,0,hold
1747325824.5440311,32,20,60,10,70,32,0,reload
1747325829.5509484,7,20,60,10,70,32,0,hold
1747325833.5592766,100,20,40,10,50,4294967258,0,hold
1747325837.5642645,100,20,40,10,50,100,0,hold
1747325840.570507,100,20,40,10,50,100,0,change_primary
1747325840.570507,100,20,40,10,50,100,0,change_primary
1747325841.5734437,100,20,40,10,50,100,0,change_primary
1747325844.5780246,100,16,40,10,50,100,0,reload
1747325848.583083,100,20,36,10,50,100,0,hold
1747325851.5910382,43,13,36,10,50,100,0,reload
1747325852.6055942,43,20,22,10,50,100,0,reload
1747325852.6055942,43,20,22,10,50,100,0,change_secondary
1747325853.6167703,41,20,22,10,50,100,1,change_secondary
1747325853.6167703,41,20,22,10,50,100,1,change_secondary
1747325853.6167703,41,20,22,10,50,100,1,change_secondary
1747325855.628487,41,20,22,10,50,43,0,change_primary
1747325859.6445525,41,11,22,9,50,41,0,change_secondary
1747325859.6445525,41,11,22,9,50,41,0,change_secondary
1747325864.6624181,4294967281,9,22,6,50,41,0,hold
1747325868.6671276,100,20,40,10,50,100,0,hold
1747325872.7000387,100,20,40,10,50,100,0,hold
1747325876.7112958,100,20,40,10,50,100,0,hold
1747325880.7167182,100,20,40,10,50,100,0,hold
1747325884.7250304,100,13,40,10,50,100,0,change_secondary
1747325887.7299328,100,13,40,2,50,100,1,change_primary
1747325887.7299328,100,13,40,2,50,100,1,change_primary
1747325888.7312646,100,13,40,10,40,100,1,change_primary
1747325890.7331889,100,13,40,6,40,100,0,reload
1747325894.7471893,100,13,40,7,34,100,0,hold
1747325895.7479873,100,8,40,7,34,100,1,reload
1747325899.7594764,100,16,23,7,34,100,0,reload
1747325903.765119,86,19,59,7,34,100,0,hold
1747325907.7737432,86,19,59,7,34,86,0,hold
1747325911.7780929,86,19,59,7,34,86,0,hold
1747325915.7869532,86,9,60,7,34,86,1,hold
1747325919.8000195,86,20,40,7,34,86,1,hold
1747325923.814796,31,1,40,7,34,31,1,hold
1747325927.8332996,31,13,20,7,34,31,0,hold
1747325930.8428206,13,2,20,7,34,31,1,change_secondary
1747325934.8480186,4294967293,2,20,10,24,13,1,hold
1747325936.8580835,100,20,40,10,50,13,0,change_secondary
1747325938.860422,100,20,40,10,50,4294967293,0,change_primary
1747325938.860422,100,20,40,10,50,4294967293,0,change_primary
1747325939.8618622,100,20,40,10,50,100,0,reload
1747325943.8707752,100,20,40,10,50,100,0,hold
1747325947.875901,100,20,40,10,50,100,0,hold
1747325951.8829286,100,12,40,10,50,100,0,hold
1747325952.885087,100,5,40,10,50,100,1,reload
1747325956.8925037,100,20,25,10,50,100,0,hold
1747325960.8991551,100,18,60,10,50,100,0,hold
1747325961.9019387,100,9,60,10,50,100,0,reload
1747325965.9132946,100,16,47,10,50,100,1,hold
1747325969.9238591,52,20,27,10,70,68,0,hold
1747325973.9300656,20,0,27,10,70,52,1,hold
1747325977.954048,4294967240,16,7,10,70,20,1,hold
1747325979.9573646,4294967240,16,7,10,70,4294967240,0,change_secondary
1747325979.9573646,4294967240,16,7,10,70,4294967240,0,change_secondary
